trial,regime,method,success,reached_goal,collision,deadlock,fallback,fallback_steps,steps,final_progress,mean_progress_speed,max_equality_residual,mean_equality_residual,max_inequality_violation,min_margin,mean_intervention,max_intervention,action_smoothness,retraction_failures
48,aggressive,projection_retraction,True,True,False,False,False,0,70,0.9626863514586562,1.0314496622771316,7.927414280572975e-11,6.5775734065758635e-12,0.0,0.09295845916061102,0.5475720525314608,1.1720631721050978,5.118112932892578,0
49,aggressive,penalty_only,False,True,True,False,False,0,49,0.9723152210291669,1.4882375832079084,0.07165402436884127,0.015059948830790657,0.0126081800284083,-0.0126081800284083,0.0,0.0,5.16313112879735,0
49,aggressive,one_step_correction,False,True,True,False,False,0,49,0.9699768952490384,1.4846585131362833,0.05574379638378679,0.02345137790260678,0.009841680355329063,-0.009841680355329063,0.020402286358100395,0.38951899122579947,5.192259201370219,0
49,aggressive,rollout_projection,False,True,False,False,False,0,70,0.9693446968196268,1.0385836037353142,0.12445282068558217,0.05668856909810968,0.0,0.08968985907562338,0.6025809900592881,1.5615465392298968,4.84314353057705,0
49,aggressive,projection_retraction,True,True,False,False,False,0,70,0.9699886512563664,1.0392735549175351,8.599698730904493e-11,5.880347002979696e-12,0.0,0.0906221672170402,0.5852619093596686,1.510175657834166,4.738358927716773,0
50,aggressive,penalty_only,False,True,False,False,False,0,56,1.0005313701227492,1.3399973707001103,0.029845449955342662,0.011136224350638126,0.0,0.13423174279764122,0.0,0.0,4.277261852452095,0
50,aggressive,one_step_correction,False,True,False,False,False,0,56,0.9971856346449295,1.3355164749708877,0.10367887992717206,0.05265773783313305,0.0,0.12157281740690667,0.051936711961409816,0.573464656435769,4.413877579922305,0
50,aggressive,rollout_projection,False,True,False,False,False,0,70,0.9797189963870304,1.0496989247003896,0.09058101019943199,0.04435047570464463,0.0,0.13535469295883423,0.42029492163256277,0.8868331579675691,4.25556097142256,0
50,aggressive,projection_retraction,True,True,False,False,False,0,70,0.9797189963870304,1.0496989247003896,2.6660673668743584e-11,1.8174715700679047e-12,0.0,0.14321644099313768,0.4141272048816216,0.847603622978638,4.07529199067474,0
51,aggressive,penalty_only,False,True,False,False,False,0,49,0.9693821276069826,1.4837481545004836,0.06540143072778137,0.01738225226598447,0.0,0.007419558346505317,0.0,0.0,5.878935041432066,0
51,aggressive,one_step_correction,False,True,False,False,False,0,49,0.9630471101365304,1.474051699188567,0.11917421778696391,0.032968377687622036,0.0,0.03802721237225021,0.03449989416921699,0.7058441226837656,5.924396596035566,0
51,aggressive,rollout_projection,False,True,False,False,False,0,70,0.9680648684655396,1.037212359070221,0.11102113233121491,0.05198606478502188,0.0,0.10458802133904083,0.5989892524263003,1.114260014818771,5.359563130607879,0
51,aggressive,projection_retraction,True,True,False,False,False,0,70,0.968980658608018,1.0381935627943049,8.359846148664474e-11,5.15669729139745e-12,0.0,0.10558331785127278,0.5854489888870611,1.0665913631356108,5.216554845673535,0
52,aggressive,penalty_only,False,True,False,False,False,0,56,1.040603319094168,1.3936651595011176,0.04958151118224774,0.016866202736255057,0.0,0.025060731278572723,0.0,0.0,4.912737521290115,0
