scenario_id,repeat,feedback,mass,friction,fragility,tightness,success,object_damage,slip_drop,insertion_failure,excess_force,force_profile_rmse,force_error_variance,retries,handoff_balance_error,mean_speed,insertion_speed,slip_probability,damage_probability
22,0,haptic_off,0.5821259644372607,0.742029389958778,9.827262091166357,0.5850766000229424,1.0,0.0,0.0,0.0,0.0,1.1192037362252143,0.39553890009471604,1.0,0.12011348648803952,0.8541817179909736,0.761075000127751,0.2124596422612699,0.0
22,0,haptic_on,0.5821259644372607,0.742029389958778,9.827262091166357,0.5850766000229424,1.0,0.0,0.0,0.0,0.0,0.2816415706095815,0.012225207524824476,1.0,0.03561769596263686,0.9573525273334115,0.7880653203341693,0.08921907382051614,0.0
22,1,haptic_off,0.5821259644372607,0.742029389958778,9.827262091166357,0.5850766000229424,1.0,0.0,0.0,0.0,0.0,1.0129818461562805,0.31459548954855887,1.0,0.10870284129037655,0.8433673244154388,0.7979930628995751,0.1981302670197294,0.0
22,1,haptic_on,0.5821259644372607,0.742029389958778,9.827262091166357,0.5850766000229424,1.0,0.0,0.0,0.0,0.0,0.24935077135847722,0.007927872295083164,1.0,0.031704995376359825,0.9531931451889748,0.8022645752464092,0.08631196062297775,0.0
23,0,haptic_off,0.5469480310659022,0.7736122113806406,7.411351429322701,0.5819872725333761,1.0,0.0,0.0,0.0,0.0,1.1549435330444437,0.37563938703339766,0.0,0.08911339835357919,0.8546776532104652,0.7910577079586337,0.1832503140746363,0.0
23,0,haptic_on,0.5469480310659022,0.7736122113806406,7.411351429322701,0.5819872725333761,1.0,0.0,0.0,0.0,0.0,0.28998917842162486,0.006674047991562689,0.0,0.02720295648842935,0.9578556378355385,0.8014713281599846,0.08498250168021514,0.0
23,1,haptic_off,0.5469480310659022,0.7736122113806406,7.411351429322701,0.5819872725333761,1.0,0.0,0.0,0.0,0.0,1.2243519714615891,0.4349115077379379,0.0,0.09819131865385429,0.8546710864185181,0.7724381975795714,0.19460960063210342,0.0
23,1,haptic_on,0.5469480310659022,0.7736122113806406,7.411351429322701,0.5819872725333761,1.0,0.0,0.0,0.0,0.0,0.30673518331908833,0.00858925319765644,0.0,0.029795191241110696,0.9578531121463282,0.7943099780141915,0.0857413530325666,0.0
24,0,haptic_off,0.36168591053734367,0.5802068583237229,10.161361320900824,0.6206822118739527,1.0,0.0,0.0,0.0,0.0,1.0820535309865182,0.3190774395588348,1.0,0.08441055119246335,0.8530943191923678,0.7630068504411217,0.17938185486243474,0.0
24,0,haptic_on,0.36168591053734367,0.5802068583237229,10.161361320900824,0.6206822118739527,1.0,0.0,0.0,0.0,0.0,0.3011137962163288,0.009962829725688802,0.0,0.02461974409780181,0.955576936733905,0.780664177931364,0.08421219245422336,0.0
24,1,haptic_off,0.36168591053734367,0.5802068583237229,10.161361320900824,0.6206822118739527,1.0,0.0,0.0,0.0,0.0,0.9637754470610429,0.3060229687300555,1.0,0.08941971003557983,0.8526412767710353,0.7958507185683897,0.18777120005903522,0.0
24,1,haptic_on,0.36168591053734367,0.5802068583237229,10.161361320900824,0.6206822118739527,1.0,0.0,0.0,0.0,0.0,0.26037800378898085,0.007314688240715251,0.0,0.028819817845288427,0.9554026896487768,0.7932964349033903,0.08575030121312233,0.0
25,0,haptic_off,0.4075659335290024,0.7954802503071008,8.605179389734221,0.6098956322886429,1.0,0.0,0.0,0.0,0.0,0.8291754546435897,0.22293716826317148,0.0,0.10242417564516783,0.8567791000676831,0.7807324996539339,0.20060758142076787,0.0
25,0,haptic_on,0.4075659335290024,0.7954802503071008,8.605179389734221,0.6098956322886429,1.0,0.0,0.0,0.0,0.0,0.2384502692907896,0.0066379068200400565,0.0,0.029873717896507272,0.9568514921491288,0.7866257273307539,0.08635284918248592,0.0
25,1,haptic_off,0.4075659335290024,0.7954802503071008,8.605179389734221,0.6098956322886429,1.0,0.0,0.0,0.0,0.0,0.8351248273976715,0.26298797890547154,1.0,0.0826602507960091,0.8531984455584238,0.7822003556911431,0.1792476095991235,0.0
25,1,haptic_on,0.4075659335290024,0.7954802503071008,8.605179389734221,0.6098956322886429,1.0,0.0,0.0,0.0,0.0,0.24325477292811856,0.010436271424218255,0.0,0.025218170617979447,0.9554743173378752,0.7871902873450651,0.08438773197021805,0.0
