seed,method,buffer_size,train_stage,selected_count,anchor_concentration,mean_anchor_score,selected_early_fraction,selected_near_center_fraction,overlap_fraction,conflict_fraction,disagreement_threshold
20,diversity,12,1,12,0.25,0.9693140983581543,0.4166666666666667,0.5,0.5714285714285714,0.5340136054421769,0.09286294877529144
20,diversity,12,2,12,0.08333333333333333,2.373365879058838,0.5,0.5833333333333334,0.33843537414965985,0.3163265306122449,0.2195557951927185
20,diversity,12,3,12,0.16666666666666666,2.621051549911499,0.5,0.6666666666666666,0.576530612244898,0.45408163265306123,0.34777599573135376
20,diversity,32,1,32,0.15625,0.9824325442314148,0.40625,0.53125,0.5714285714285714,0.5357142857142857,0.06784529983997345
20,diversity,32,2,32,0.09375,2.1077113151550293,0.46875,0.59375,0.3877551020408163,0.38095238095238093,0.20071767270565033
20,diversity,32,3,32,0.15625,3.218148946762085,0.5625,0.65625,0.2602040816326531,0.25510204081632654,0.23363438248634338
20,diversity,96,1,96,0.11458333333333333,0.9386480450630188,0.5625,0.5729166666666666,0.5714285714285714,0.5374149659863946,0.07320094108581543
20,diversity,96,2,96,0.16666666666666666,2.157970428466797,0.5625,0.6666666666666666,0.4897959183673469,0.4897959183673469,0.1608443409204483
20,diversity,96,3,96,0.16666666666666666,3.5717804431915283,0.65625,0.75,0.32653061224489793,0.2568027210884354,0.21477031707763672
20,diversity,288,1,288,0.09027777777777778,1.028578281402588,0.4861111111111111,0.4965277777777778,0.5714285714285714,0.5340136054421769,0.06463150680065155
20,diversity,288,2,288,0.1527777777777778,2.1184287071228027,0.5520833333333334,0.5972222222222222,0.46938775510204084,0.46938775510204084,0.1906386911869049
20,diversity,288,3,288,0.1597222222222222,3.4328832626342773,0.6076388888888888,0.6701388888888888,0.3078231292517007,0.2925170068027211,0.1902829110622406
20,anchors,12,1,12,0.16666666666666666,1.3629369735717773,0.3333333333333333,0.4166666666666667,0.5714285714285714,0.5340136054421769,0.07470554858446121
20,anchors,12,2,12,0.25,1.5306838750839233,0.5833333333333334,0.75,0.4710884353741497,0.4710884353741497,0.198886901140213
20,anchors,12,3,12,0.25,3.76067852973938,0.5833333333333334,0.3333333333333333,0.5306122448979592,0.22448979591836735,1.0421032905578613
20,anchors,32,1,32,0.3125,0.9584997892379761,0.28125,0.46875,0.5714285714285714,0.5391156462585034,0.062117308378219604
20,anchors,32,2,32,0.28125,2.2981204986572266,0.5625,0.5,0.5102040816326531,0.5102040816326531,0.2845715582370758
20,anchors,32,3,32,0.3125,2.1497082710266113,0.4375,0.8125,0.30612244897959184,0.19047619047619047,0.29124608635902405
20,anchors,96,1,96,0.2708333333333333,0.8420674204826355,0.2708333333333333,0.5833333333333334,0.5714285714285714,0.5476190476190477,0.07048007100820541
20,anchors,96,2,96,0.2708333333333333,2.05415415763855,0.46875,0.5208333333333334,0.46938775510204084,0.46938775510204084,0.23240655660629272
