seed,method,interactions,fine_success,fine_reward,fine_abs_error,source_success,marker_attention
32,frozen,288,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,frozen,336,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,frozen,384,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,frozen,432,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,frozen,480,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,frozen,528,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,frozen,576,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,frozen,624,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,frozen,672,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,frozen,720,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,full_policy,0,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,full_policy,48,0.0,0.26090478897094727,3.5178284645080566,0.5375000238418579,nan
32,full_policy,96,0.0,0.2709260582923889,3.47688364982605,0.3787499964237213,nan
32,full_policy,144,0.0,0.2734515070915222,3.4432687759399414,0.36375001072883606,nan
32,full_policy,192,0.0,0.27756357192993164,3.397958517074585,0.39500001072883606,nan
32,full_policy,240,0.0011111111380159855,0.2959783375263214,3.2643189430236816,0.29499998688697815,nan
32,full_policy,288,0.008888889104127884,0.33537277579307556,2.9466092586517334,0.39625000953674316,nan
32,full_policy,336,0.02777777798473835,0.42601171135902405,2.3069655895233154,0.32124999165534973,nan
32,full_policy,384,0.19333332777023315,0.6219871044158936,1.3268150091171265,0.15000000596046448,nan
